name,page,guessed_category,confidence
Beefsteak h la Chiron,197,Uncategorized,0.00
Broiled,195,Mains,0.40
Planked,198,Mains,0.40
Harvard,286,Uncategorized,0.00
Sugared,286,Uncategorized,0.00
Use of,32,Uncategorized,0.00
"Baking Powder, I",70,Uncategorized,0.00
"Baking Powder, II",71,Uncategorized,0.00
Emergency,71,Uncategorized,0.00
Maryland,77,Uncategorized,0.00
Pin Wheel,71,Uncategorized,0.00
Mock,140,Uncategorized,0.00
"Blanc-Mange, Chocolate",411,Drinks,0.40
Irish Moss,411,Uncategorized,0.00
Blueberiy Pie,468,Desserts,0.40
Baked,165,Uncategorized,0.00
"Breslin, Baked",165,Uncategorized,0.00
Boiled Dinner,206,Uncategorized,0.00
Boning,24,Uncategorized,0.00
Braising,22,Uncategorized,0.00
Aerated,53,Uncategorized,0.00
"Baking, Care of, after",52,Uncategorized,0.00
Baking of,51,Uncategorized,0.00
Boards,600,Uncategorized,0.00
"Boston, Brown",57,Uncategorized,0.00
Entire Wheat,55,Uncategorized,0.00
Entire Wheat and Four,55,Uncategorized,0.00
Fermented,50,Uncategorized,0.00
German Caraway,55,Uncategorized,0.00
Graham,56,Uncategorized,0.00
"Graham, Steamed",58,Uncategorized,0.00
Indian,58,Uncategorized,0.00
Making of,50,Uncategorized,0.00
Milk and Water,54,Uncategorized,0.00
New England Brown,58,Uncategorized,0.00
Pulled,146,Uncategorized,0.00
Rolled,549,Uncategorized,0.00
"Stale, Uses for",69,Uncategorized,0.00
Sticks,59,Uncategorized,0.00
Swedish,63,Uncategorized,0.00
Third,56,Uncategorized,0.00
Unfermented,52,Uncategorized,0.00
Water,54,Uncategorized,0.00
Puffs,77,Uncategorized,0.00
Brewis,69,Uncategorized,0.00
Broiling,19,Uncategorized,0.00
"Broom, Care of",599,Uncategorized,0.00
Bunuelos,362,Uncategorized,0.00
Hot Cross,65,Uncategorized,0.00
"Burns, Remedy for",601,Uncategorized,0.00
Clarified,499,Uncategorized,0.00
Composition of,10,Uncategorized,0.00
Cups,538,Uncategorized,0.00
Green,383,Uncategorized,0.00
Maltre d'H6tel,273,Uncategorized,0.00
Rules for Washing,461,Uncategorized,0.00
Scotch,539,Uncategorized,0.00
Butterine,8,Uncategorized,0.00
Boiled,287,Uncategorized,0.00
Cole-Slaw,288,Uncategorized,0.00
Escalloped,287,Uncategorized,0.00
German,288,Uncategorized,0.00
Noir,38,Uncategorized,0.00
Caffeine,36,Uncategorized,0.00
Angel,503,Uncategorized,0.00
Baking of,499,Uncategorized,0.00
Birthday,514,Uncategorized,0.00
Boston Favorite,508,Uncategorized,0.00
Bride's,517,Uncategorized,0.00
"Chocolate, I",506,Drinks,0.40
"Chocolate, II",506,Drinks,0.40
Chocolate Vienna,512,Drinks,0.40
Citron,509,Uncategorized,0.00
Corn-starch,516,Uncategorized,0.00
Cream,509,Desserts,0.40
"Devil's Food, I",511,Uncategorized,0.00
"Devil's Food, II",512,Uncategorized,0.00
Election,505,Uncategorized,0.00
Golden,517,Uncategorized,0.00
Imperial,523,Uncategorized,0.00
Lily,515,Uncategorized,0.00
Moonshine,503,Uncategorized,0.00
"Nut, White",517,Uncategorized,0.00
"Pans, to Prepare",499,Uncategorized,0.00
"Pans, Removing from",500,Uncategorized,0.00
Quick,508,Uncategorized,0.00
Ribbon,513,Uncategorized,0.00
Spanish,510,Uncategorized,0.00
Sunshine,502,Uncategorized,0.00
Velvet,509,Uncategorized,0.00
Walnut,510,Uncategorized,0.00
"Wedding, I",522,Uncategorized,0.00
"Wedding, II",522,Uncategorized,0.00
Baba,388,Uncategorized,0.00
Breakfast,70,Uncategorized,0.00
Card,496,Uncategorized,0.00
Chocolate,491,Drinks,0.40
Chocolate Dominoes,507,Drinks,0.40
Christmas,520,Uncategorized,0.00
Cinnamon,510,Uncategorized,0.00
Cream,518,Desserts,0.40
"Cream, French",519,Desserts,0.40
"Cream, French Strawberry",519,Desserts,0.40
Crescents,534,Uncategorized,0.00
Dipping of,531,Uncategorized,0.00
Glazing of,531,Uncategorized,0.00
Horseshoes,534,Uncategorized,0.00
Neuremburghs,492,Uncategorized,0.00
Royal Fans,489,Uncategorized,0.00
Heart,211,Uncategorized,0.00
Daily,612,Uncategorized,0.00
Algonquin,555,Uncategorized,0.00
Chteese and Olive,555,Uncategorized,0.00
Lorenzo,555,Uncategorized,0.00
Martha,554,Uncategorized,0.00
Cane Sugar or Sucrose,6,Uncategorized,0.00
Directions for,578,Uncategorized,0.00
"Jars, to Sterilize",578,Uncategorized,0.00
Open Kettle Method,578,Uncategorized,0.00
Capers,14,Uncategorized,0.00
Capon,240,Uncategorized,0.00
"Carafes, how to Wash",597,Uncategorized,0.00
Carbohydrates,2,Uncategorized,0.00
Carbon-Dioxide,6,Uncategorized,0.00
Cards for Record of Food Values,616,Uncategorized,0.00
"Carpets, Sweeping of",599,Uncategorized,0.00
Casein,2,Uncategorized,0.00
Cassia,13,Uncategorized,0.00
Creamed,289,Desserts,0.40
Caviare,155,Uncategorized,0.00
Cayenne,13,Uncategorized,0.00
"Ceiling, Smoked, how to Clean",601,Uncategorized,0.00
Dressed,329,Uncategorized,0.00
Fried,350,Mains,0.40
"Fried, with Tomato Sauce",290,Mains,0.40
Cellulose,7,Uncategorized,0.00
Composition of,85,Uncategorized,0.00
Table for Cooking,86,Uncategorized,0.00
Chafing-Dish,556,Uncategorized,0.00
Devilled Almonds,565,Mains,0.40
Devilled Bones,565,Mains,0.40
English Monkey,563,Uncategorized,0.00
List of Dishes for,557,Uncategorized,0.00
Union Grill,558,Uncategorized,0.00
Chocolate,428,Drinks,0.40
Russe,427,Uncategorized,0.00
Composition of,11,Uncategorized,0.00
Milk,11,Uncategorized,0.00
Milk and Cream,12,Desserts,0.40
So-uffl6,377,Uncategorized,0.00
Sticks,145,Uncategorized,0.00
Straws,475,Uncategorized,0.00
Various Kinds of,11,Uncategorized,0.00
Roulettes,366,Uncategorized,0.00
"Baked, 292. . Devilled, 56S",627,Mains,0.40
Chiccory or Endive,290,Uncategorized,0.00
Baked,250,Uncategorized,0.00
Blanketed,249,Uncategorized,0.00
Blanquette of,262,Uncategorized,0.00
Braised,248,Mains,0.40
Breslin Potted,252,Mains,0.40
Broiled,245,Mains,0.40
Chartreuse,263,Uncategorized,0.00
Chaud-froid of,386,Uncategorized,0.00
Creamed,261,Desserts,0.40
"Creamed, with Mushrooms",261,Desserts,0.40
(^n Casserole,252,Uncategorized,0.00
"I'illet, to",245,Uncategorized,0.00
Fried,249,Mains,0.40
"Fried, Southern Style",249,Mains,0.40
Jellied,253,Uncategorized,0.00
Lenox,387,Uncategorized,0.00
Saut6d,253,Mains,0.40
Luncheon,261,Uncategorized,0.00
Maryland,249,Uncategorized,0.00
Planked,250,Mains,0.40
Roast,247,Mains,0.40
Supreme of,367,Uncategorized,0.00
"Children, Food Requirements of",611,Uncategorized,0.00
Chili Con Garni,246,Uncategorized,0.00
Chocolate,39,Drinks,0.40
Chocolate I,41,Drinks,0.40
"II, 41. III",41,Uncategorized,0.00
Blanc-Mange,411,Uncategorized,0.00
Cream,412,Desserts,0.40
Dominoes,507,Uncategorized,0.00
French,215,Uncategorized,0.00
Pan-broiled,215,Uncategorized,0.00
"Pan-broiled, k la Lucullus",376,Uncategorized,0.00
Chow-Chow,592,Uncategorized,0.00
Connecticut,142,Uncategorized,0.00
German,144,Uncategorized,0.00
Rhode Island,143,Uncategorized,0.00
"Dinner, Menu for",610,Uncategorized,0.00
Cigarettes k la Prince Henry,380,Uncategorized,0.00
Cinnamon,13,Uncategorized,0.00
Little Neck,185,Uncategorized,0.00
Roasted,185,Mains,0.40
Steamed,185,Uncategorized,0.00
Union League,185,Uncategorized,0.00
"Wine, to Remove Stains of",598,Uncategorized,0.00
Clove,13,Uncategorized,0.00
Brandy,41,Uncategorized,0.00
Breakfast,40,Uncategorized,0.00
Cracked,40,Uncategorized,0.00
Reception,41,Uncategorized,0.00
Shells,40,Uncategorized,0.00
After-dinner,38,Uncategorized,0.00
Boiled,37,Uncategorized,0.00
Buying of,36,Uncategorized,0.00
Filtered,37,Uncategorized,0.00
Pot of. Small,38,Uncategorized,0.00
Collagen,191,Uncategorized,0.00
Concord Cream,458,Desserts,0.40
Condds,476,Uncategorized,0.00
Condiments,13,Uncategorized,0.00
Buttercups,538,Uncategorized,0.00
Cream Mints,546,Desserts,0.40
Creamed Walnuts,543,Desserts,0.40
Dipped Walnuts,546,Uncategorized,0.00
Nut Bar,540,Uncategorized,0.00
Parisian Sweets,536,Uncategorized,0.00
Peppermints,544,Uncategorized,0.00
Spun Sugar,547,Uncategorized,0.00
Bortchock,129,Uncategorized,0.00
Colbert,128,Uncategorized,0.00
d'Orleans,129,Uncategorized,0.00
Princess,129,Uncategorized,0.00
Cookery,15,Uncategorized,0.00
Boston,489,Uncategorized,0.00
Chocolate Fruit,491,Drinks,0.40
Cream,487,Desserts,0.40
German Chocolate,491,Drinks,0.40
Imperial,488,Uncategorized,0.00
"Molasses, Soft",486,Uncategorized,0.00
Peanut,490,Uncategorized,0.00
Rich,488,Uncategorized,0.00
"Copper Boiler, to Clean",600,Uncategorized,0.00
"Green, 291 ; Boiled",291,Uncategorized,0.00
Starch,6,Uncategorized,0.00
Coup h r Ananas,442,Uncategorized,0.00
Sicilienne,442,Uncategorized,0.00
Covington Cream,450,Desserts,0.40
Devilled,368,Mains,0.40
Mock,371,Uncategorized,0.00
Soft-shelled,174,Uncategorized,0.00
Crisp,145,Uncategorized,0.00
Souffled,145,Uncategorized,0.00
"Cream, Bavarian (Quick)",420,Desserts,0.40
French Easter,432,Uncategorized,0.00
Ginger,429,Uncategorized,0.00
Heavy,425,Uncategorized,0.00
Horns,476,Uncategorized,0.00
Ivory,431,Uncategorized,0.00
Mints,546,Uncategorized,0.00
"^""Tlose Mints",546,Uncategorized,0.00
Spanish,423,Uncategorized,0.00
Whips,418,Uncategorized,0.00
Lenten,355,Uncategorized,0.00
Lincoln,361,Uncategorized,0.00
Maryland,360,Uncategorized,0.00
Crullers,83,Uncategorized,0.00
Crustaceans,156,Uncategorized,0.00
Boiled,292,Uncategorized,0.00
Fried,292,Mains,0.40
Shced,292,Uncategorized,0.00
St. Jacques,435,Uncategorized,0.00
India,229,Uncategorized,0.00
"Curtain and Portifere, Poles, how to Slip Easily",601,Uncategorized,0.00
Boiled,413,Uncategorized,0.00
Royal,147,Uncategorized,0.00
^Cv Li-c.. «^^x_ C Cl_rv.\^ c f TSDEX,631,Uncategorized,0.00
Russian,373,Uncategorized,0.00
Sahnon,358,Uncategorized,0.00
Demi-glac6 aux Praises,457,Uncategorized,0.00
Devilled Almonds,665,Mains,0.40
Bones,565,Uncategorized,0.00
Dextrine,5,Uncategorized,0.00
Dextrose,6,Uncategorized,0.00
"Dinner, Boiled",206,Uncategorized,0.00
Disinfectants,601,Uncategorized,0.00
Creaking of,601,Uncategorized,0.00
"II, 82. III",83,Uncategorized,0.00
Raised,81,Uncategorized,0.00
"Dover Egg-beater, Care of",600,Uncategorized,0.00
Roasted,257,Mains,0.40
Salmi of,264,Uncategorized,0.00
Varieties of,241,Uncategorized,0.00
Fried,174,Mains,0.40
Farci I,103,Uncategorized,0.00
Farci II,103,Uncategorized,0.00
"Fried, II",293,Mains,0.40
Baked or Shirred,97,Uncategorized,0.00
Boiled,95,Uncategorized,0.00
Chaud-froid of,385,Uncategorized,0.00
Composition of,94,Uncategorized,0.00
Dropped,95,Uncategorized,0.00
"Freshness of, how to Determine",95,Uncategorized,0.00
Huntington,102,Uncategorized,0.00
Lucanian,103,Uncategorized,0.00
Mornay,105,Uncategorized,0.00
Planked,95,Mains,0.40
"Poached, k la Reine",96,Uncategorized,0.00
Scrambled,98,Uncategorized,0.00
"Scrambled, Country Style",99,Uncategorized,0.00
Shirred,97,Uncategorized,0.00
Suzette,96,Uncategorized,0.00
Waldorf Style,98,Uncategorized,0.00
Endive,290,Uncategorized,0.00
Monkey,563,Uncategorized,0.00
Bouch^es,379,Uncategorized,0.00
Fmtes,388,Uncategorized,0.00
Lucullus,376,Uncategorized,0.00
Martin's Specialty,371,Uncategorized,0.00
Zigaras k la Russe,380,Uncategorized,0.00
Fadges,77,Uncategorized,0.00
"Fat, 8. for Frying, test",21,Uncategorized,0.00
Margarin,8,Uncategorized,0.00
Olein (Liquid),8,Uncategorized,0.00
Palmitin (Semi-Solid),8,Uncategorized,0.00
Stearin (Solid),8,Uncategorized,0.00
Suet,8,Uncategorized,0.00
Fats and Oils,8,Uncategorized,0.00
Fermentation,49,Uncategorized,0.00
Acetic,49,Uncategorized,0.00
Alcoholic,49,Uncategorized,0.00
Lactic,49,Uncategorized,0.00
Fibrin,2,Uncategorized,0.00
Caps,250,Uncategorized,0.00
Chocolate Cream,525,Drinks,0.40
Cream,524,Desserts,0.40
"Cream, French",624,Desserts,0.40
Baked,179,Uncategorized,0.00
Broiled,179,Mains,0.40
Fire,16,Uncategorized,0.00
Blue (Pomatomidae),153,Uncategorized,0.00
Composition of,161,Uncategorized,0.00
Cooked in Boiling Water,160,Uncategorized,0.00
"Cooking, to Prepare for",159,Uncategorized,0.00
"Cooking, Ways of",160,Uncategorized,0.00
"Freshness of, to Determine",161,Uncategorized,0.00
Salt,152,Uncategorized,0.00
Sword,152,Uncategorized,0.00
Table Showing } Composition . of,161,Uncategorized,0.00
Turban of,176,Uncategorized,0.00
Cooked,176,Uncategorized,0.00
White,153,Uncategorized,0.00
White and Oily,162,Uncategorized,0.00
Flavoring Extracts,14,Uncategorized,0.00
Extracts and Wine,697,Uncategorized,0.00
Flour,46,Uncategorized,0.00
Entire Wheat,49,Uncategorized,0.00
Gluten,49,Uncategorized,0.00
Graham,47,Uncategorized,0.00
Wheat,47,Uncategorized,0.00
Fldtes,388,Uncategorized,0.00
White,544,Uncategorized,0.00
Food,1,Uncategorized,0.00
Fats and Oils,2,Uncategorized,0.00
"Proportions of, Correct",2,Uncategorized,0.00
Protein,1,Uncategorized,0.00
"Ration, Daily Average",3,Uncategorized,0.00
Salts,5,Uncategorized,0.00
Water,2,Uncategorized,0.00
Food Requirements of Adults,611,Uncategorized,0.00
"Values, Cards for Recording",616,Uncategorized,0.00
"Fowl, Boiled",245,Uncategorized,0.00
Easter Cream,432,Desserts,0.40
Fricasseeing,22,Uncategorized,0.00
"Chocolate, with Vanilla Sauce",353,Drinks,0.40
Boiled,529,Uncategorized,0.00
Brown,529,Uncategorized,0.00
"Chocolate, I",527,Drinks,0.40
"Chocolate, II",528,Drinks,0.40
"Chocolate, III",528,Drinks,0.40
"Chocolate, Boiled",529,Drinks,0.40
Confectioners',527,Uncategorized,0.00
Gelatine,527,Uncategorized,0.00
Milk,529,Uncategorized,0.00
"Ornamental, I",532,Uncategorized,0.00
"Ornamental, II",532,Uncategorized,0.00
Plain,527,Uncategorized,0.00
White Mountain Cream,528,Desserts,0.40
Cream,457,Desserts,0.40
Tom and Jerry,450,Uncategorized,0.00
Chartreuse,423,Uncategorized,0.00
"Stains, to Remove",598,Uncategorized,0.00
Drying of,593,Uncategorized,0.00
Sterilizing,587,Uncategorized,0.00
Fuel,16,Uncategorized,0.00
Kinds of,16,Uncategorized,0.00
"Furniture, to Remove White Spots from",598,Uncategorized,0.00
Galattes,476,Uncategorized,0.00
Gelatin,191,Uncategorized,0.00
Ginger,13,Uncategorized,0.00
Varieties of,13,Uncategorized,0.00
Card,484,Uncategorized,0.00
"Christmas, English",484,Uncategorized,0.00
Fairy,483,Uncategorized,0.00
Gossamer,483,Uncategorized,0.00
Hot Water,482,Uncategorized,0.00
"Molasses, Soft",482,Uncategorized,0.00
New York,520,Uncategorized,0.00
Sour Milk,482,Uncategorized,0.00
"Sugar, Hard",484,Uncategorized,0.00
"Sugar, Soft",483,Uncategorized,0.00
Ginger Cream,429,Desserts,0.40
Nuts,547,Uncategorized,0.00
"Glass, Cut, Care of",599,Uncategorized,0.00
"Glassware, to Prevent Breaking",599,Uncategorized,0.00
Gluten,2,Uncategorized,0.00
Glycogen (Animal Starch),6,Uncategorized,0.00
Pop-overs,77,Uncategorized,0.00
"Granite Ware, to Clean",598,Uncategorized,0.00
Sugar (Glucose),6,Uncategorized,0.00
"Grass Stains, to Remove",599,Uncategorized,0.00
"Grease Spots, to Remove",599,Uncategorized,0.00
